timestamp,catalogue_cpu_cfs_periods_total,catalogue_cpu_cfs_throttled,catalogue_cpu_usage,catalogue_mem_usage,catalogue_net_rx_byte,catalogue_net_rx_drop,catalogue_net_rx_error,catalogue_net_tx_byte,catalogue_net_tx_drop,catalogue_net_tx_error,compute1_CPU_utilization,compute1_disk_read,compute1_disk_utilization,compute1_disk_write,compute1_load_average,compute1_mem_utilization,compute1_net_rx_drop_eno1,compute1_net_rx_drop_eno2,compute1_net_rx_eno1,compute1_net_rx_eno2,compute1_net_rx_err_eno1,compute1_net_rx_err_eno2,compute1_net_tx_drop_eno1,compute1_net_tx_drop_eno2,compute1_net_tx_eno1,compute1_net_tx_eno2,compute1_net_tx_err_eno1,compute1_net_tx_err_eno2,compute1_temp_cel,compute2_CPU_utilization,compute2_disk_read,compute2_disk_utilization,compute2_disk_write,compute2_load_average,compute2_mem_utilization,compute2_net_rx_drop_eno1,compute2_net_rx_drop_eno2,compute2_net_rx_eno1,compute2_net_rx_eno2,compute2_net_rx_err_eno1,compute2_net_rx_err_eno2,compute2_net_tx_drop_eno1,compute2_net_tx_drop_eno2,compute2_net_tx_eno1,compute2_net_tx_eno2,compute2_net_tx_err_eno1,compute2_net_tx_err_eno2,compute2_temp_cel,front-end_cpu_cfs_periods_total,front-end_cpu_cfs_throttled,front-end_cpu_usage,front-end_mem_usage,front-end_net_rx_byte,front-end_net_rx_drop,front-end_net_rx_error,front-end_net_tx_byte,front-end_net_tx_drop,front-end_net_tx_error,incoming_success_rate,label,latency,orders_cpu_cfs_periods_total,orders_cpu_cfs_throttled,orders_cpu_usage,orders_mem_usage,orders_net_rx_byte,orders_net_rx_drop,orders_net_rx_error,orders_net_tx_byte,orders_net_tx_drop,orders_net_tx_error,payment_cpu_cfs_periods_total,payment_cpu_cfs_throttled,payment_cpu_usage,payment_mem_usage,payment_net_rx_byte,payment_net_rx_drop,payment_net_rx_error,payment_net_tx_byte,payment_net_tx_drop,payment_net_tx_error,queue-master_cpu_cfs_periods_total,queue-master_cpu_cfs_throttled,queue-master_cpu_usage,queue-master_mem_usage,queue-master_net_rx_byte,queue-master_net_rx_drop,queue-master_net_rx_error,queue-master_net_tx_byte,queue-master_net_tx_drop,queue-master_net_tx_error,request_per_second,shipping_cpu_cfs_periods_total,shipping_cpu_cfs_throttled,shipping_cpu_usage,shipping_mem_usage,shipping_net_rx_byte,shipping_net_rx_drop,shipping_net_rx_error,shipping_net_tx_byte,shipping_net_tx_drop,shipping_net_tx_error,vm_1_CPU_utilization,vm_1_disk_read,vm_1_disk_utilization,vm_1_disk_write,vm_1_load_average,vm_1_mem_utilization,vm_1_net_rx,vm_1_net_rx_drop,vm_1_net_rx_err,vm_1_net_tx,vm_1_net_tx_drop,vm_1_net_tx_err,vm_2_CPU_utilization,vm_2_disk_read,vm_2_disk_utilaization,vm_2_disk_write,vm_2_load_average,vm_2_mem_utilization,vm_2_net_rx,vm_2_net_rx_drop,vm_2_net_rx_err,vm_2_net_tx,vm_2_net_tx_drop,vm_2_net_tx_err,vm_3_CPU_utilization,vm_3_disk_read,vm_3_disk_utilaization,vm_3_disk_write,vm_3_load_average,vm_3_mem_utilization,vm_3_net_rx,vm_3_net_rx_drop,vm_3_net_rx_err,vm_3_net_tx,vm_3_net_tx_drop,vm_3_net_tx_err
11:55:08 12/02/22 KST,1.9479,0.7792,12.2588,0,8.0536,0,0,134.8378,0,0,5.72,0,2.9805,433.8667,5.2125,14.4678,0,0,1.1794,573.9075,0,0,0,0,4.9738,139.8448,0,0,38.0476,12.2722,0,8.114,174.0444,8.55,25.9623,0,0,1.9334,39.9416,0,0,0,0,5.4789,505.1105,0,0,41.9286,7.8246,1.2341,39.5061,0.0033,3.8712,0,0,288.4275,0,0,1,0,0.0375,7.5389,0,2.0315,0,0.9407,0,0,75.1275,0,0,2.4114,1.0655,16.7149,0,0.8149,0,0,65.9642,0,0,8.5312,0,3.237,0,4.1408,0,0,132.3053,0,0,13.6,7.4858,0,2.91,0,0.882,0,0,79.9828,0,0,9.6368,0,6.3368,236.2115,7.7031,7.5977,0.514,0,0,13.459,0,0,34.8508,0,7.7996,67.6364,31.875,9.6934,0.7921,0,0,10.4941,0,0,4.9099,0,12.6711,0,1.5469,3.4745,0.9735,0,0,14.3127,0,0
11:55:20 12/02/22 KST,1.8898,0.7187,11.3401,0,1.2816,0,0,130.1938,0,0,5.5794,0,2.9805,294.8444,5.3625,14.4733,0,0,1.6178,555.0923,0,0,0,0,4.8127,139.4703,0,0,38.0238,12.2867,0,8.114,152.7111,9.1125,25.9637,0,0,1.7927,40.8448,0,0,0,0,5.0526,498.2409,0,0,41.881,7.5667,1.3919,39.4878,0.1881,4.0771,0,0,297.1665,0,0,1,0,0.385,7.7365,0,2.0722,0,1.0861,0,0,82.8964,0,0,2.3945,1.0512,15.8401,0,1.2669,0,0,105.6479,0,0,8.5594,0,3.1779,0,3.5351,0,0,112.9259,0,0,17,6.2259,0,2.4192,0,0.9339,0,0,85.5604,0,0,5.949,0,6.3378,186.8582,7.6016,7.6393,0.5328,0,0,13.9535,0,0,35.2409,0,7.7997,58.6182,31.7917,9.6928,0.7921,0,0,10.4937,0,0,4.5909,0,12.6711,0,1.5469,3.4731,0.9743,0,0,14.3344,0,0
11:55:31 12/02/22 KST,1.8744,0.7546,12.095,0,1.2655,0,0,130.2292,0,0,6.0158,0,2.9807,444.4444,5.225,14.3909,0,0,2.0589,571.4016,0,0,0,0,5.3558,146.2597,0,0,38.0714,12.2867,0,8.114,152.7111,9.1125,25.9637,0,0,1.7927,40.8448,0,0,0,0,5.0526,498.2409,0,0,41.881,7.6779,1.8412,42.0339,0.1381,4.0771,0,0,297.1665,0,0,1,0,0.8625,7.7365,0,2.0722,0,1.0755,0,0,89.9518,0,0,2.2816,0.9538,14.6297,0,1.2972,0,0,110.0927,0,0,8.6172,0.3438,6.6705,0,4.2942,0,0,139.3031,0,0,16.048,7.8009,1.5512,17.9283,0,0.8882,0,0,80.5598,0,0,19.3143,0,6.3388,231.6886,7.4844,7.66,0.4852,0,0,12.5422,0,0,37.3799,0,7.7997,57.8316,32.125,9.6975,0.7697,0,0,10.1946,0,0,1.8724,0,12.6711,0,1.5625,3.4734,0.9983,0,0,14.6998,0,0
11:55:43 12/02/22 KST,1.5423,0.6167,9.8515,0,1.3008,0,0,127.8827,0,0,6.0158,0,2.9807,444.4444,5.225,14.3909,0,0,2.0589,571.4016,0,0,0,0,5.3558,146.2597,0,0,38.0714,12.4214,0,8.114,151.8222,9.825,26.0031,0,0,0.8613,42.3251,0,0,0,0,4.7698,496.6926,0,0,42.0714,7.5611,2.077,42.9427,0.1736,4.1409,0,0,299.462,0,0,1,0,0.3719,7.9842,0.825,11.287,0,0.8323,0,0,72.8116,0,0,2.184,0.8793,13.7968,0.0001,1.3397,0,0,113.54,0,0,8.532,0.3602,6.8522,0,4.1023,0,0,130.4221,0,0,17,7.8529,1.7227,19.735,0,0.8882,0,0,80.5598,0,0,9.6629,0,6.3398,135.1921,7.3594,7.6756,0.5132,0,0,13.0218,0,0,40.4858,0,7.7998,54.9342,32.1667,9.6925,0.7659,0,0,10.1341,0,0,4.8352,0,12.6711,0,1.5469,3.4776,0.9704,0,0,14.2576,0,0
11:55:55 12/02/22 KST,2.0568,0.919,14.1388,0,1.3257,0,0,136.1544,0,0,5.9006,0,2.9807,291.4667,5.15,14.4084,0,0,1.62,569.325,0,0,0,0,4.9678,151.1486,0,0,38.4048,12.6878,0,8.114,153.9556,9.8625,26.0101,0,0,1.2191,42.0146,0,0,0,0,5.0138,498.0794,0,0,42.5714,6.4927,2.1031,38.2929,0.1503,4.4134,0,0,310.3131,0,0,1,0,0.23,8.0782,1.0431,13.1782,0,1.0592,0,0,87.18,0,0,2.4226,0.9945,14.8818,0,1.2774,0,0,105.0272,0,0,5.475,0.4,6.117,0,4.1917,0,0,135.7533,0,0,15.8,8.0023,1.8448,21.0758,0,0.946,0,0,86.5703,0,0,6.8505,23.2145,6.3408,245.4836,7.2812,7.6751,0.5302,0,0,13.4544,0,0,35.9523,0,7.8011,71.7818,32.125,9.6943,0.7921,0,0,10.4918,0,0,5.202,0,12.6711,0,1.5312,3.4798,0.9689,0,0,14.2327,0,0
11:56:06 12/02/22 KST,2.1382,1.0691,15.0513,0,1.3173,0,0,134.3414,0,0,6.1097,29.8667,2.9808,429.2444,5.175,14.4176,0,0,1.1659,572.1252,0,0,0,0,4.9703,158.1043,0,0,38.2143,12.7242,0,8.114,237.5111,9.8625,25.9597,0,0,1.7483,40.0418,0,0,0,0,5.2912,497.1727,0,0,42.2381,7.6171,2.8535,49.2493,0.1734,4.4837,0,0,320.6752,0,0,1,0,0.0987,6.5333,1.1951,14.3417,0,1.0525,0,0,93.7177,0,0,2.4954,1.0088,15.9306,0,1.2877,0,0,106.1563,0,0,8.588,0.3817,7.1107,0,4.2017,0,0,136.2468,0,0,21.4,7.6446,0.1986,5.0848,0,0.8761,0,0,81.3714,0,0,10.0255,22.3913,6.3417,239.7769,7.1406,7.6786,0.5122,0,0,12.9982,0,0,37.6474,0,7.8012,112.0318,32.0417,9.6997,0.7698,0,0,10.1918,0,0,1.8334,0,12.6711,0,1.5625,3.4711,1.0264,0,0,15.0964,0,0
11:56:18 12/02/22 KST,2.1382,1.0691,15.0513,0,1.3071,0,0,131.8816,0,0,5.7367,29.8667,2.9808,293.1556,5.1125,14.4326,0,0,1.6693,571.1392,0,0,0,0,4.7542,168.7252,0,0,37.9762,12.6811,0,8.114,219.3778,9.6625,25.9699,0,0,1.9373,38.6965,0,0,0,0,4.9913,496.4429,0,0,42.1667,7.5626,2.7263,50.5159,0.1799,3.2558,0,0,232.7906,0,0,1,0,0.0562,7.8649,0.8923,11.515,0,1.0086,0,0,85.6828,0,0,2.7094,1.1267,17.7135,0,1.2568,0,0,103.3941,0,0,8.6655,0,3.1574,0,4.1632,0,0,133.4722,0,0,21.8,7.7683,0.1577,4.7838,0,0.7651,0,0,73.0221,0,0,9.928,22.44,6.3428,139.2375,6.9375,7.6791,0.5132,0,0,13.0318,0,0,40.2433,0,7.8012,96.8447,31.875,9.6991,0.7652,0,0,10.1357,0,0,4.0282,0,12.6711,0,1.5625,3.473,0.9978,0,0,14.6766,0,0
11:56:29 12/02/22 KST,1.9874,0.9369,13.6523,0,1.3058,0,0,135.7107,0,0,5.8311,32.7111,2.981,446.2222,5.0375,14.436,0,0,2.1071,577.3288,0,0,0,0,5.2185,179.9448,0,0,38.0714,12.6811,0,8.114,219.3778,9.6625,25.9699,0,0,1.9373,38.6965,0,0,0,0,4.9913,496.4429,0,0,42.1667,6.0333,2.08,40.7767,0.1961,4.9462,0,0,319.8876,0,0,1,0,0.0928,5.9292,0.2541,3.8575,0,0.8845,0,0,76.228,0,0,2.4572,0.9181,15.9225,0,1.3084,0,0,108.2868,0,0,8.6538,0.1582,4.9348,0,4.195,0,0,135.6828,0,0,20,6.1521,0,2.5187,0,0.7821,0,0,74.1285,0,0,7.0275,22.1701,6.3439,246.9408,6.8281,7.6428,0.546,0,0,14.6391,0,0,36.6277,0,7.8033,178.3273,31.4167,9.7163,0.7956,0,0,10.5199,0,0,4.4705,0,12.6711,0,1.6172,3.4784,0.9987,0,0,14.6913,0,0
11:56:41 12/02/22 KST,1.9329,0.9186,12.969,0,1.3135,0,0,131.3021,0,0,5.8311,32.7111,2.981,446.2222,5.0375,14.436,0,0,2.1071,577.3288,0,0,0,0,5.2185,179.9448,0,0,38.0714,12.7306,0,8.114,342.7556,10.0625,25.9169,0,0,1.2005,40.3903,0,0,0,0,4.8563,505.1219,0,0,42.1905,7.9448,2.5362,50.8103,0.2316,5.0316,0,0,318.7105,0,0,1,0,0.0243,6.8321,0,1.9255,0,1.0247,0,0,85.5757,0,0,2.4572,0.9181,15.9225,0,1.0914,0,0,87.5443,0,0,8.8044,0.1786,5.3501,0,4.1115,0,0,131.7454,0,0,14,6.854,0,2.6948,0,0.8748,0,0,81.9068,0,0,9.2337,22.4039,6.3447,255.4106,6.8203,7.6348,0.515,0,0,13.4952,0,0,36.6721,0,7.8034,183.3908,31.4583,9.7174,0.7747,0,0,10.2501,0,0,1.7175,0,12.6711,0,1.6094,3.4761,1.0294,0,0,15.1119,0,0
11:56:53 12/02/22 KST,1.8064,0.7225,11.0974,0,1.2898,0,0,130.4707,0,0,5.8183,2.8444,2.981,313.7778,4.875,14.4384,0,0,1.7676,577.0452,0,0,0,0,4.8895,173.8187,0,0,38.2143,12.8331,0,8.114,247.2889,9.8125,25.9265,0,0,1.6246,41.1421,0,0,0,0,5.1654,505.312,0,0,42.119,7.9296,2.1835,47.7928,0.3455,4.8287,0,0,320.2121,0,0,1,0,0.12,6.6368,0,1.928,0,1.0297,0,0,85.2636,0,0,2.2391,0.853,13.4666,0,1.2649,0,0,105.0531,0,0,6.8969,0.1399,4.1889,0,4.1724,0,0,134.0152,0,0,14,8.1016,0,3.216,0,0.773,0,0,70.8668,0,0,9.8451,0,6.3458,197.6341,6.7344,7.6668,0.5164,0,0,13.5328,0,0,41.0539,0,7.8034,123.3024,31.0417,9.7153,0.7379,0,0,9.7619,0,0,4.6532,0,12.6711,0,1.5625,3.4753,1.0025,0,0,14.716,0,0
11:57:04 12/02/22 KST,2.1138,1.0329,14.4048,0,0.8981,0,0,91.2605,0,0,5.8097,2.8444,2.9811,436.5333,4.7625,14.4436,0,0,1.2719,578.7168,0,0,0,0,4.981,159.4832,0,0,38.1667,13.0197,0,8.114,268.8,9.6375,25.9584,0,0,2.041,41.0171,0,0,0,0,5.5101,503.5143,0,0,41.9048,7.7399,1.8827,44.5925,0.5182,4.3005,0,0,307.162,0,0,1,0,0.0243,6.7807,0,1.8782,0,1.0795,0,0,88.1005,0,0,1.6883,0.6924,10.0405,0,1.2911,0,0,108.5886,0,0,8.5877,0.1418,4.9782,0,4.1762,0,0,134.7258,0,0,14,8.0763,0,3.1408,0,0.8964,0,0,81.3273,0,0,6.5541,0,6.3469,239.7091,6.6641,7.6612,0.5328,0,0,13.959,0,0,37.6621,0,7.8035,129.0909,35.4167,9.7233,0.7956,0,0,10.521,0,0,2.0334,0,12.6711,0,1.6641,3.4745,1.0031,0,0,14.7073,0,0
11:57:16 12/02/22 KST,2.0199,0.9439,13.5995,0,1.2923,0,0,132.2023,0,0,5.5614,0,2.9811,300,4.6875,14.4496,0,0,1.7349,568.9917,0,0,0,0,4.8767,139.9047,0,0,38.0476,13.0197,0,8.114,268.8,9.6375,25.9584,0,0,2.041,41.0171,0,0,0,0,5.5101,503.5143,0,0,41.9048,7.7334,1.3678,40.4299,0.391,3.834,0,0,292.8868,0,0,1,0,0.2583,7.273,0,1.8947,0,1.0488,0,0,93.4496,0,0,2.2621,0.9048,13.6351,0,1.2882,0,0,105.8997,0,0,8.5146,0,3.4112,0,4.1991,0,0,134.5081,0,0,12,7.8216,0,3.0193,0,0.9266,0,0,85.0932,0,0,9.482,0,6.3477,146.5364,6.6484,7.6598,0.5166,0,0,13.5324,0,0,37.4355,0,7.8035,81.4764,38.6667,9.7275,0.7867,0,0,10.5049,0,0,1.7134,0,12.6711,0,1.6406,3.4803,1.0073,0,0,14.7074,0,0
11:57:27 12/02/22 KST,1.9686,0.7917,12.4914,0,1.0918,0,0,113.6611,0,0,5.5614,0,2.9811,300,4.6875,14.4496,0,0,1.7349,568.9917,0,0,0,0,4.8767,139.9047,0,0,38.0476,12.9317,0,8.114,128.3556,9.5625,25.9594,0,0,1.9094,39.444,0,0,0,0,5.1299,496.9551,0,0,42.4762,7.7686,1.3199,39.2115,0.2813,3.8245,0,0,286.6627,0,0,1,0,0.2583,5.15,0,1.2662,0,1.0738,0,0,88.8646,0,0,2.301,0.9074,13.9661,0,1.3219,0,0,106.8533,0,0,8.3691,0,3.3249,0,4.2117,0,0,135.3568,0,0,12,6.3713,0,2.434,0,0.7735,0,0,71.1849,0,0,9.0835,0,6.3488,236.283,6.6094,7.6946,0.5178,0,0,13.5668,0,0,41.3843,0,7.8036,32.7669,38.4167,9.7267,0.7513,0,0,10.0332,0,0,1.7936,0,12.6711,0,1.6562,3.4812,1.0063,0,0,14.7011,0,0
11:57:39 12/02/22 KST,1.6409,0.7536,11.4206,0,1.3201,0,0,134.7084,0,0,5.4467,0,2.9813,418.0444,4.575,14.4786,0,0,2.152,565.937,0,0,0,0,5.3744,133.5008,0,0,38.0714,12.9042,0,8.114,157.5111,9.475,25.9623,0,0,0.975,38.4641,0,0,0,0,4.8484,496.5054,0,0,42.0714,6.5006,1.1524,33.0294,0.1482,3.7198,0,0,283.9786,0,0,1,0,0.0249,7.0805,0,1.8117,0,0.9522,0,0,82.6919,0,0,2.1872,0.8628,13.1766,0,1.3243,0,0,106.6494,0,0,6.748,0,2.6941,0,4.1062,0,0,132.0658,0,0,12.412,7.7391,0,3.0804,0,0.9321,0,0,87.8306,0,0,6.4621,0,6.3498,229.0909,6.6562,7.7066,0.5328,0,0,13.9662,0,0,36.8629,0,7.8036,48.0727,38.5,9.7291,0.7956,0,0,10.5686,0,0,2.2067,0,12.6711,0,1.6406,3.4795,1.0031,0,0,14.6918,0,0
11:57:50 12/02/22 KST,1.7717,0.6075,10.8457,0,1.3279,0,0,132.0302,0,0,5.4594,0,2.9813,297.6,4.525,14.4764,0,0,1.7108,568.8225,0,0,0,0,4.9973,130.5508,0,0,38.0476,12.7336,0,8.114,127.4667,9.375,25.9696,0,0,1.2224,37.649,0,0,0,0,5.035,480.5184,0,0,41.881,7.8685,1.2953,37.7821,0.0021,3.634,0,0,288.216,0,0,1,0,0.1375,7.2627,0,1.8982,0,0.7719,0,0,61.576,0,0,2.0128,0.7104,11.6751,0,1.0851,0,0,85.524,0,0,8.242,0,3.2273,0,4.1721,0,0,134.7347,0,0,13.8,7.7178,0,3.0106,0,0.9544,0,0,90.7509,0,0,8.7844,0,6.3507,138.8847,6.6094,7.7163,0.5119,0,0,13.259,0,0,36.7909,0,7.8048,48.2182,38.125,9.7357,0.7929,0,0,10.4951,0,0,5.2961,0,12.6711,0,1.5781,3.4814,1.0171,0,0,14.8871,0,0
11:58:02 12/02/22 KST,1.7648,0.6303,10.8928,0,1.2881,0,0,130.4992,0,0,5.7808,0,2.9814,427.4667,4.4,14.3937,0,0,1.1268,569.3645,0,0,0,0,4.8895,129.7,0,0,38.2619,12.8042,0,8.114,223.4667,9.2625,25.9664,0,0,1.7419,39.5527,0,0,0,0,5.297,497.8794,0,0,42.2381,6.3681,1.0684,30.219,0.0017,3.6086,0,0,281.2633,0,0,1,0,0.8812,7.5545,0.0477,2.7695,0,1.0527,0,0,82.6492,0,0,2.2101,0.8037,12.966,0,1.2705,0,0,106.1786,0,0,8.4922,0,3.2305,0,4.1327,0,0,134.825,0,0,10.28,7.5846,0.022,3.3051,0,0.9165,0,0,84.5603,0,0,13.7541,0,6.3517,245.4032,6.6094,7.6744,0.4828,0,0,12.4787,0,0,38.1889,0,7.8048,90.9713,37.5417,9.7288,0.7462,0,0,9.884,0,0,1.6485,0,12.6711,0,1.5156,3.4797,1.0164,0,0,14.8875,0,0
11:58:13 12/02/22 KST,2.0743,1.025,14.9147,0,1.0304,0,0,102.9133,0,0,5.8717,0,2.9814,297.6889,4.3,14.4215,0,0,1.6729,569.083,0,0,0,0,4.7889,131.9412,0,0,37.9762,12.8042,0,8.114,223.4667,9.2625,25.9664,0,0,1.7419,39.5527,0,0,0,0,5.297,497.8794,0,0,42.2381,7.7931,2.0548,43.7081,0.179,3.0852,0,0,238.2766,0,0,1,0,0.12,6.2563,0.0582,2.5612,0,0.9808,0,0,85.7332,0,0,1.8933,0.7911,12.0206,0,1.2912,0,0,106.0168,0,0,8.6783,0,3.1301,0,4.191,0,0,135.9502,0,0,13.8,6.0648,0.0281,2.6741,0,0.9575,0,0,86.9284,0,0,9.3894,0,6.3526,233.3091,6.5469,7.4564,0.5303,0,0,13.4898,0,0,36.2045,0,7.8049,89.4545,37.0417,9.7291,0.7921,0,0,10.4938,0,0,5.2006,0,12.6711,0,1.5,3.4805,0.9819,0,0,14.4119,0,0
11:58:25 12/02/22 KST,2.2197,1.0677,14.4453,0,1.3142,0,0,130.1516,0,0,5.8717,0,2.9814,297.6889,4.3,14.4215,0,0,1.6729,569.083,0,0,0,0,4.7889,131.9412,0,0,37.9762,12.5894,0,8.114,189.8667,9.1125,26.0044,0,0,1.7292,38.9206,0,0,0,0,4.9882,496.3782,0,0,41.9286,7.6274,2.1793,45.6125,0.1659,3.7414,0,0,289.8473,0,0,1,0,0.3125,8.0113,0.088,3.6241,0,0.7768,0,0,66.0338,0,0,2.3338,0.8991,14.2751,0,1.2483,0,0,105.8148,0,0,8.6763,0,3.1491,0,10.461,0,0,138.0921,0,0,11.6,7.5377,0.1284,4.4671,0,0.9566,0,0,88.6795,0,0,6.5337,0,6.3537,246.8436,6.4531,7.4557,0.5302,0,0,13.4627,0,0,36.2705,0,7.805,96.5818,36.875,9.729,0.8038,0,0,10.7295,0,0,4.5719,0,12.6711,0,1.4297,3.4777,0.9836,0,0,14.4201,0,0
11:58:37 12/02/22 KST,2.0951,0.9883,13.5949,0,1.2839,0,0,131.9637,0,0,5.9531,0,2.9815,417.2444,4.2625,14.4265,0,0,2.011,568.2711,0,0,0,0,5.2212,132.953,0,0,38.2381,12.5561,0,8.114,231.1111,8.95,26.0413,0,0,0.9965,38.7137,0,0,0,0,4.9051,497.8658,0,0,42.9762,6.0594,1.8224,37.2453,0.1756,2.9675,0,0,222.4839,0,0,1,0,0.22,7.7049,0.1179,3.9108,0,1.0978,0,0,91.3126,0,0,2.406,0.9291,14.5419,0,1.3673,0,0,115.3984,0,0,7.3362,0,2.661,0,10.9037,0,0,134.2254,0,0,11.4,6.1413,0.1382,4.0621,0,0.7649,0,0,69.7022,0,0,6.8871,0,6.3547,241.2655,6.4844,7.6003,0.5302,0,0,13.4583,0,0,40.0298,0,7.8007,107.5736,36.4167,9.7363,0.7448,0,0,9.8405,0,0,1.5353,0,12.6711,0,1.4688,3.4844,1.0163,0,0,14.9073,0,0
11:58:49 12/02/22 KST,2.1702,0.9846,13.5447,0,1.3288,0,0,134.2056,0,0,5.7472,2.8444,2.9815,276.5333,4.125,14.4359,0,0,1.7062,562.3913,0,0,0,0,4.9866,130.9701,0,0,38.3095,12.6108,0,8.114,150.0444,8.825,25.9666,0,0,0.8752,38.2014,0,0,0,0,5.0914,496.3744,0,0,42.119,7.4048,1.5931,38.5495,0.0011,3.6849,0,0,293.9686,0,0,1,0,0.5167,7.399,0.1028,3.5951,0,1.0426,0,0,86.2192,0,0,2.4395,1.0673,15.3816,0,1.126,0,0,95.0078,0,0,7.3376,0,2.6535,0,10.973,0,0,133.802,0,0,11.8,7.5862,0.1379,4.5517,0,0.9243,0,0,85.6821,0,0,6.4707,0,6.3558,136.2182,6.3281,7.6213,0.5303,0,0,13.4808,0,0,44.785,0,7.8007,51.6123,36.0417,9.7353,0.6877,0,0,9.1046,0,0,1.3933,0,12.6711,0,1.4531,3.4756,0.9998,0,0,14.6971,0,0
11:59:00 12/02/22 KST,2.0894,0.8358,12.6214,0,1.2615,0,0,130.1738,0,0,5.5233,2.8444,2.9817,410.7556,4.15,14.4369,0,0,1.1675,569.1856,0,0,0,0,4.9603,134.9535,0,0,38.0952,12.6108,0,8.114,150.0444,8.825,25.9666,0,0,0.8752,38.2014,0,0,0,0,5.0914,496.3744,0,0,42.119,7.582,1.5788,39.7698,0.1332,3.4741,0,0,273.1269,0,0,1,0,0.62,7.4159,0.0431,2.6448,0,1.1761,0,0,85.1549,0,0,2.4715,0.9437,14.5133,0,1.2527,0,0,105.3006,0,0,8.4726,0.1086,4.8288,0,3.5795,0,0,116.102,0,0,14.2,7.4603,0,3.0668,0,0.9333,0,0,85.9831,0,0,8.9557,0,6.3566,237.7423,6.2266,7.6256,0.5241,0,0,13.8951,0,0,37.064,0,7.8008,65.4545,35.0833,9.7293,0.7817,0,0,10.1738,0,0,4.1036,0,12.6711,0,1.5625,3.4856,0.993,0,0,14.531,0,0
11:59:12 12/02/22 KST,2.0026,0.8142,12.6379,0,1.0299,0,0,106.2327,0,0,5.5233,2.8444,2.9817,410.7556,4.15,14.4369,0,0,1.1675,569.1856,0,0,0,0,4.9603,134.9535,0,0,38.0952,13.0258,0,8.114,174.9333,8.9,25.9099,0,0,1.9286,38.6499,0,0,0,0,5.4808,495.9914,0,0,42.2619,7.5435,1.7714,40.5408,0.287,3.688,0,0,285.5949,0,0,1,0,0.15,6.0709,0,1.7597,0,1.0982,0,0,86.8056,0,0,2.3997,0.9851,14.515,0,1.3104,0,0,108.2458,0,0,8.6181,0.1152,5.0347,0,4.1431,0,0,133.6801,0,0,15.6,7.8277,0,3.0485,0,0.9201,0,0,82.3525,0,0,6.3737,0,6.3577,239.9345,6.1094,7.4595,0.5328,0,0,13.958,0,0,41.0869,0,7.8008,70.9398,34.625,9.7267,0.7365,0,0,9.5641,0,0,2.0712,0,12.6711,0,1.6406,3.4875,0.9983,0,0,14.5789,0,0
11:59:24 12/02/22 KST,2.0161,0.767,12.0174,0,1.3077,0,0,134.5228,0,0,5.7064,5.6889,2.9817,282.8444,4.3375,14.4456,0,0,1.624,566.7405,0,0,0,0,4.8627,138.87,0,0,38.3333,13.1244,0,8.114,145.2444,8.85,25.9178,0,0,1.7947,38.9951,0,0,0,0,5.0849,497.1552,0,0,42.4286,5.2667,1.2889,29.8288,0.32,3.4463,0,0,250.401,0,0,1,0,0.1,7.3981,0,2.0643,0,1.1109,0,0,90.1851,0,0,2.1762,0.7431,12.6242,0.0001,1.2312,0,0,101.2493,0,0,8.7356,0.1156,5.1525,0,4.1805,0,0,133.9537,0,0,15.6,7.6501,0,3.0118,0,0.9674,0,0,85.6547,0,0,6.8247,0,6.3588,187.2727,6.125,7.5983,0.5328,0,0,13.9567,0,0,37.9606,0,7.8009,47.4182,33.6667,9.6926,0.7832,0,0,10.1773,0,0,1.1539,0,12.6711,0,1.6719,3.484,1.0106,0,0,14.7395,0,0
11:59:36 12/02/22 KST,1.8421,0.6502,10.5464,0,1.3244,0,0,133.7925,0,0,5.7642,2.8444,2.9818,418.3111,4.5375,14.4424,0,0,2.3125,573.1122,0,0,0,0,5.615,147.468,0,0,38.119,13.0772,0,8.114,159.2889,8.8625,25.9564,0,0,1.4168,38.7606,0,0,0,0,4.9234,500.0947,0,0,42.7857,7.64,1.6706,41.7898,0.2936,4.2047,0,0,295.55,0,0,1,0,0.2025,5.9544,0,1.6631,0,1.0248,0,0,89.8277,0,0,2.1766,0.8256,13.6801,0.0001,1.0967,0,0,88.8314,0,0,5.15,0,2.0296,0,3.0202,0,0,96.6521,0,0,19.612,7.7044,0,3.0675,0,0.8061,0,0,71.3516,0,0,9.9428,0,6.3596,240.2036,6.0391,7.6501,0.5161,0,0,13.5187,0,0,42.097,0,7.801,53.8206,33.375,9.6753,0.7334,0,0,9.7106,0,0,1.8504,0,12.6711,0,1.7031,3.4825,1.0099,0,0,14.7354,0,0
